Sun Jun  4 00:01:46 2023    info.dat

         389594 function calls (376557 primitive calls) in 1.617 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.003    0.003 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:1308(plot_surface)
       65    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.021    0.021 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:574(__init__)
       19    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:260(get_transform)
       26    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:196(_set_labelrotation)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:679(get_xlim)
      209    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\socket.py:83(<lambda>)
       81    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:1222(set_markerfacecolor)
       51    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\sets\sets.py:90(_infimum_key)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\perm_groups.py:5259(Coset)
       71    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:391(cached)
        9    0.000    0.000    0.008    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
        1    0.000    0.000    0.009    0.009 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\lambdify.py:181(lambdify)
      159    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:1039(get_points)
       26    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\ticker.py:531(_format_maybe_minus_and_locale)
       15    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:626(_find_new_)
        1    0.000    0.000    0.002    0.002 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:3043(_mouse_event_to_message)
       26    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\markers.py:805(_set_tickup)
       38    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
        4    0.000    0.000    0.105    0.026 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:446(_draw_idle)
      102    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:253(convert_yunits)
       49    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2422(transform_non_affine)
       46    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:1146(set_position)
       24    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\ntpath.py:150(splitdrive)
      171    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
      210    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\socket.py:88(<lambda>)
       14    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\_ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\selectors.py:291(SelectSelector)
        1    0.000    0.000    0.002    0.002 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\permutations.py:1(<module>)
       46    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:894(_set_gc_clip)
        1    0.000    0.000    0.002    0.002 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:1013(format_coord)
       30    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\linalg.py:2342(norm)
        3    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:391(apply_aspect)
       93    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:12(_is_descriptor)
      104    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\spines.py:546(__getattr__)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\ticker.py:1908(scale_range)
     53/6    0.000    0.000    0.097    0.016 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      171    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\shape_base.py:1191(tile)
       10    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:367(height)
      3/1    0.000    0.000    0.039    0.039 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\pyplot.py:211(switch_backend)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:2546(_process_unit_info)
     11/8    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\deprecation.py:379(wrapper)
       46    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:650(new_gc)
     30/7    0.000    0.000    0.063    0.009 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\decorators.py:224(_func)
       25    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2431(transform_path_non_affine)
       42    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:534(shrunk_to_aspect)
       68    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\re.py:197(search)
        6    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:1413(__sub__)
     10/5    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2449(inverted)
       40    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:198(reshape)
       75    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
       14    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\power.py:1401(_eval_is_rational)
       32    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:567(<dictcomp>)
       59    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:731(__eq__)
      213    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\multiarray.py:740(dot)
       64    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:930(set_foreground)
        1    0.000    0.000    0.029    0.029 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\qt_compat.py:1(<module>)
      260    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:904(get_rasterized)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:2922(set_size_inches)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\expr.py:1167(as_terms)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(all)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\colors.py:307(_to_rgba_no_colorcycle)
       88    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:194(_get_constructor)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python310\lib\selectors.py:1(<module>)
       32    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2038(translate)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       29    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:315(_set_edgecolor)
       45    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 {built-in method sizeHint}
        1    0.000    0.000    0.000    0.000 {built-in method screen}
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        5    0.000    0.000    0.003    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:580(draw)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
    57/43    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2381(_invalidate_internal)
       30    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\units.py:56(_is_natively_supported)
      120    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:786(__reduce_ex__)
        3    0.000    0.000    0.011    0.004 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axis3d.py:79(__init__)
       19    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:1136(_set_artist_props)
        6    0.000    0.000    0.002    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:917(set_tick_params)
       68    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:1758(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:496(closeEvent)
       48    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\logic.py:43(_fuzzy_group)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\deprecation.py:128(deprecate)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:1129(set_xy)
        3    0.000    0.000    0.008    0.003 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\codeprinter.py:118(doprint)
        1    0.000    0.000    0.001    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:2980(_update_title_position)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\numeric.py:1411(moveaxis)
        1    0.000    0.000    0.005    0.005 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:3042(draw)
        8    0.000    0.000    0.000    0.000 {built-in method color}
       20    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:699(_transform_path)
        4    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\spines.py:35(__init__)
  106/104    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\spines.py:201(_ensure_position_is_set)
        9    0.000    0.000    0.008    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:771(_set_scale)
       37    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\deprecation.py:289(wrapper)
        3    0.000    0.000    0.000    0.000 {built-in method rect}
       67    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:808(__hash__)
      107    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      154    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\__init__.py:80(<genexpr>)
        6    0.000    0.000    0.008    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:861(clear)
       61    0.000    0.000    0.002    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:1168(update)
       65    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:1150(get_default_size)
       26    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:446(_get_text2_transform)
       20    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
       81    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:538(set_markevery)
      227    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\ticker.py:2030(_staircase)
       74    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:954(set_math_fontfamily)
       60    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:1604(<genexpr>)
       29    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:2160(getter)
        1    0.000    0.000    0.050    0.050 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:334(resizeEvent)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axis3d.py:302(_get_tickdir)
       15    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:165(__prepare__)
       29    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:341(_set_facecolor)
